source,codice,denominazione,categoria,sottocategoria,rito,fase_processuale,termine,giorni,mesi,anni,decorrenza,natura,norma,criticita,classificazione_import,calcolabile_automaticamente,direction,matter_type,term_rule_code,nota_import
pct\data\legal_knowledge_base.full.json,C06026,Rintraccio minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_840DDEDDB2AE,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C06027,Segnalazione nascita da madre con problematiche,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_F4087B30119F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C06027,Segnalazione nascita da madre con problematiche,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_58BBD04E2E42,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C06028,Sfruttamento minore (lavoro),Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",impugnazione,Impugnazione stragiudiziale del licenziamento,60,,,Dalla ricezione della comunicazione di licenziamento,decadenza sostanziale,L. 604/1966 art. 6,Applicare solo alle controversie di licenziamento e verificare atti equiparati.,calcolabile_giorni,True,forward,labor,GP_TERM_33DA76186204,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,C06028,Sfruttamento minore (lavoro),Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",impugnazione,Deposito ricorso o richiesta di conciliazione/arbitrato dopo impugnazione,180,,,Dalla impugnazione stragiudiziale del licenziamento,decadenza processuale,L. 604/1966 art. 6,Applicare solo se il fascicolo è licenziamento o atto soggetto alla stessa disciplina.,calcolabile_giorni,True,forward,labor,GP_TERM_353A37CBE6D7,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,C06028,Sfruttamento minore (lavoro),Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,labor,GP_TERM_145E30F33ED4,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C06028,Sfruttamento minore (lavoro),Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,labor,GP_TERM_DC226B20E28E,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C06029,Uccisione minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_5396DA97A67F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C06029,Uccisione minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_5328323206DC,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C06029,Uccisione minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_18C147F8CABF,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C06030,Violazione obblighi mantenimento (art. 570 cp),Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_0380B375A0D4,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C06030,Violazione obblighi mantenimento (art. 570 cp),Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_C328592445DB,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C06031,Allontanamento minore (art. 403 cc),Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_62DCC7AE174C,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C06031,Allontanamento minore (art. 403 cc),Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_2F5ABE9F8EBA,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C06031,Allontanamento minore (art. 403 cc),Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_E32306BCD196,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07001,Adescamento minori (art. 609 undecies cp),Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_F34020B6C441,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,C07001,Adescamento minori (art. 609 undecies cp),Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_D14AA60885E7,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07001,Adescamento minori (art. 609 undecies cp),Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_2E7381114EEB,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07002,Allontanamento dalla comunita',Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_EBB29268B116,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,C07002,Allontanamento dalla comunita',Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_40B4530DE22E,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07002,Allontanamento dalla comunita',Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_01A42C6FB0B5,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07003,Allontanamento/fuga abitazione,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_8E3782CDCE49,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,C07003,Allontanamento/fuga abitazione,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_7DE50362DB3C,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07003,Allontanamento/fuga abitazione,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_1B3E2FDE0EC9,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07004,Atti vandalici,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_F3525BB98C8A,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,C07004,Atti vandalici,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_EEEC28FCEF87,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07004,Atti vandalici,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_0574B2CE69D4,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07005,Giochi mortali in rete-adescamento tramite web,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_5621A5722F51,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,C07005,Giochi mortali in rete-adescamento tramite web,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_E6D2F4F60AA0,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07005,Giochi mortali in rete-adescamento tramite web,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_6F945AA3A98C,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07006,Cyberbullismo,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_008F87E64657,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,C07006,Cyberbullismo,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_1181FA5111B5,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07006,Cyberbullismo,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_4681EB112E20,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07007,Bullismo-minore autore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_186EAB90D52C,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,C07007,Bullismo-minore autore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_45E935F9B050,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07007,Bullismo-minore autore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_583E77F5863E,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07008,Bullismo-minore vittima,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_C3BCE95AF74D,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,C07008,Bullismo-minore vittima,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_E0D8EFA563C8,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07008,Bullismo-minore vittima,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_C221F9965C09,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07009,Disagio - problemi psichici del minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,civil,GP_TERM_765A8FDC6FA2,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,C07009,Disagio - problemi psichici del minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_D176DA4A8A0F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07009,Disagio - problemi psichici del minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_015158211115,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07010,Devianza minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_112A206A30EE,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07010,Devianza minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_F7B520DFF223,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07010,Devianza minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_2AD903FBC077,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07011,Dipendenze patologiche minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,civil,GP_TERM_EFFE46B1763C,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07011,Dipendenze patologiche minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_8F534A21C211,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07011,Dipendenze patologiche minore,Catalogo PST ufficiale,,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,civil,GP_TERM_D1CFFECA138D,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07012,Disturbo alimentare,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_F36F7558EAF8,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07012,Disturbo alimentare,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_B3A067AF8173,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,C07013,Tentato suicidio e autolesionismo,Catalogo PST ufficiale,,Rito da verificare sul codice oggetto e sul registro di destinazione,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,civil,GP_TERM_896238D33C08,Richiede verifica professionale prima di calcolo automatico.
